message,message_length,punct%
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,132,4.5
I'm going for bath will msg you next  &lt;#&gt;  min..,43,18.6
Are you this much buzy,18,0.0
"Sorry, I'll call later",19,10.5
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",87,6.9
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",124,6.5
Does daddy have a bb now.,20,5.0
Also that chat was awesome but don't make it regular unless you can see her in person,69,1.4000000000000001
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,122,5.7
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,74,2.7
Yes:)from last week itself i'm taking live call.,41,9.8
Send me the new number,18,0.0
"Sounds good, keep me posted",23,4.3
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,135,6.7
Thats cool. I want to please you...,29,13.8
Sweet heart how are you?,20,5.0
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",102,2.9000000000000004
Wat would u like 4 ur birthday?,25,4.0
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,59,27.1
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,133,6.0
Ic. There are a lotta childporn cars then.,35,5.7
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,97,2.1
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,119,5.8999999999999995
Wife.how she knew the time of murder exactly,37,2.7
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,119,5.8999999999999995
Why nothing. Ok anyway give me treat,30,3.3000000000000003
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,85,1.2
Hey do you want anything to buy:),27,7.3999999999999995
X course it 2yrs. Just so her messages on messenger lik you r sending me,58,1.7000000000000002
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",73,15.1
"I'm in solihull, | do you want anything?",33,12.1
"4 tacos + 1 rajas burrito, right?",27,11.1
* Thought I didn't see you.,22,13.600000000000001
Dear good morning how you feeling dear,32,0.0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,130,3.8
K k:) sms chat with me.,18,16.7
Hi:)cts employee how are you?,25,12.0
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,71,23.9
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,99,2.0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,63,22.2
I am great! How are you?,19,10.5
"alright, I'll make sure the car is back tonight",39,5.1
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,60,1.7000000000000002
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,89,9.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",126,2.4
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",135,7.3999999999999995
There bold 2  &lt;#&gt; . Is that yours,31,19.400000000000002
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,67,9.0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,119,6.7
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,58,8.6
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",128,8.6
What are youdoing later? Sar xxx,27,3.6999999999999997
"K, I'll work something out",22,9.1
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",306,6.2
When ü login dat time... Dad fetching ü home now?,40,10.0
"As in missionary hook up, doggy hook up, standing...|",45,13.3
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,81,2.5
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,111,0.8999999999999999
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,101,9.9
Don no da:)whats you plan?,22,13.600000000000001
Nothing. Can...,14,28.599999999999998
O. Guess they both got screwd,24,4.2
K. I will sent it again,18,5.6000000000000005
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,45,11.1
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,134,5.2
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",118,7.6
"Sorry, I'll call later",19,10.5
Yo sorry was in the shower sup,24,0.0
No no:)this is kallis home ground.amla home town is durban:),51,9.8
Ok lor. Msg me b4 u call.,19,10.5
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,91,6.6000000000000005
Ok. Me watching tv too.,19,10.5
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,128,0.8
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,88,2.3
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,67,0.0
Ok. But i finish at 6.,17,11.799999999999999
I'll probably be by tomorrow (or even later tonight if something's going on),64,6.2
Same to u...,10,30.0
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",104,10.6
Not from this campus. Are you in the library?,37,5.4
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,108,8.3
How much for an eighth?,19,5.3
You flippin your shit yet?,22,4.5
How is it possible to teach you. And where.,35,5.7
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",102,15.7
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,133,2.3
Will do. Have a good day,19,5.3
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,70,0.0
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",72,4.2
I'm meeting Darren...,19,21.099999999999998
If you're not in my car in an hour and a half I'm going apeshit,49,4.1000000000000005
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,111,4.5
"Yeah, that's fine! It's £6 to get in, is that ok? ",39,15.4
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",113,14.2
Now thats going to ruin your thesis!,30,3.3000000000000003
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,100,8.0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,114,5.3
What was she looking for?,21,4.8
Do u noe wat time e place dat sells 4d closes?,36,2.8000000000000003
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,49,8.200000000000001
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",133,6.0
"Some friends want me to drive em someplace, probably take a while",54,1.9
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",77,10.4
Great. Have a safe trip. Dont panic surrender all.,42,7.1
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,101,2.0
You bad girl. I can still remember them,32,3.1
Y ü wan to go there? C doctor?,23,8.7
Poor girl can't go one day lmao,25,4.0
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",118,14.399999999999999
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",112,2.7
If you are not coughing then its nothing,33,0.0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",83,3.5999999999999996
Well that must be a pain to catch,26,0.0
Ok ok take care. I can understand.,28,7.1
You are a big chic. Common. Declare,29,6.9
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",85,3.5000000000000004
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),108,14.799999999999999
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",124,5.6000000000000005
ok. I am a gentleman and will treat you with dignity and respect.,53,3.8
hanks lotsly!,12,8.3
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,125,1.6
"And how you will do that, princess? :)",31,12.9
Thats cool! I am a gentleman and will treat you with dignity and respect.,60,3.3000000000000003
Are you the cutest girl in the world or what,35,0.0
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",137,5.1
Eatin my lunch...,15,20.0
88066 FROM 88066 LOST 3POUND HELP,28,0.0
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,127,2.4
Where can download clear movies. Dvd copies.,38,5.3
"Just sent again. Do you scream and moan in bed, princess?",47,6.4
"Goodmorning, Today i am late for  &lt;#&gt; min.",40,17.5
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,105,7.6
K:)k..its good:)when are you going?,31,22.6
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,73,2.7
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",110,5.5
No:-)i got rumour that you going to buy apartment in chennai:-),53,11.3
Do we have any spare power supplies,29,0.0
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,105,2.9000000000000004
Lol great now im getting hungry.,27,3.6999999999999997
I know you are. Can you pls open the back?,33,6.1
I like dis sweater fr mango but no more my size already so irritating.,57,1.7999999999999998
No pic. Please re-send.,20,15.0
Yo theres no class tmrw right?,25,4.0
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,123,2.4
"Nothing really, just making sure everybody's up to speed",48,4.2
How. Its a little difficult but its a simple way to enter this place,55,1.7999999999999998
I am not at all happy with what you saying or doing,40,0.0
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,68,7.3999999999999995
(You didn't hear it from me),23,13.0
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,70,2.9000000000000004
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",134,3.0
Exactly. Anyways how far. Is jide her to study or just visiting,52,3.8
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),75,8.0
Quite late lar... Ard 12 anyway i wun b drivin...,40,15.0
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,60,8.3
That's y i said it's bad dat all e gals know u... Wat u doing now?,51,11.799999999999999
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",87,16.1
I wont. So wat's wit the guys,23,8.7
WHO ARE YOU SEEING?,16,6.2
Tell me something. Thats okay.,26,7.7
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,128,3.1
Same. Wana plan a trip sometme then,29,3.4000000000000004
I wonder if you'll get this text?,27,7.3999999999999995
Send me yetty's number pls.,23,8.7
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",131,9.9
Ok u can take me shopping when u get paid =D,34,2.9000000000000004
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),102,4.9
No dear i was sleeping :-P,21,9.5
Lol yeah at this point I guess not,27,0.0
"Mostly sports type..lyk footbl,crckt..",35,14.299999999999999
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",126,10.299999999999999
Oh k.k..where did you take test?,27,14.799999999999999
Thats cool. How was your day?,24,8.3
Also andros ice etc etc,19,0.0
Just sent it. So what type of food do you like?,37,5.4
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",87,6.9
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",124,9.700000000000001
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,102,4.9
"Damn, can you make it tonight or do you want to just wait til tomorrow",56,1.7999999999999998
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",95,4.2
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,33,3.0
O. Well uv causes mutations. Sunscreen is like essential thesedays,57,3.5000000000000004
I'm still looking for a car to buy. And have not gone 4the driving test yet.,61,4.9
Yes.he have good crickiting mind,28,3.5999999999999996
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,123,13.8
Good words.... But words may leave u in dismay many times.,48,10.4
Ill call you evening ill some ideas.,30,3.3000000000000003
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,61,11.5
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",74,6.800000000000001
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,114,6.1
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,131,9.9
Unlimited texts. Limited minutes.,30,6.7
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,66,6.1
"Playin space poker, u?",19,10.5
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",66,6.1
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",100,2.0
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,56,7.1
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",144,9.700000000000001
Hey... Very inconvenient for your sis a not huh?,40,10.0
Are you at work right now ?,21,4.8
I think if he rule tamilnadu..then its very tough for our people.,54,5.6000000000000005
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",54,3.6999999999999997
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,132,2.3
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,113,0.8999999999999999
"Sorry, I can't help you on this.",26,11.5
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),100,10.0
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,79,1.3
When are you guys leaving?,22,4.5
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",139,4.3
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,72,8.3
Ok lor wat time ü finish?,20,5.0
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,130,3.8
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,94,3.2
Probably earlier than that if the station's where I think it is,52,1.9
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,58,10.299999999999999
Ok thanx... Take care then...,25,24.0
Convey my regards to him,20,0.0
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,82,0.0
Ok. I.ll do you right later.,23,13.0
Now only i reached home. . . I am very tired now. . I will come tomorro,55,9.1
"Gud gud..k, chikku tke care.. sleep well gud nyt",40,12.5
Mum ask ü to buy food home...,23,13.0
Ok no prob...,11,27.3
Are u awake? Is there snow there?,27,7.3999999999999995
K.k:)advance happy pongal.,24,16.7
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,116,5.2
"Hi this is yijue, can i meet u at 11 tmr?",31,6.5
o turns out i had stereo love on mi phone under the unknown album.,53,1.9
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",119,8.4
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,108,6.5
I wont touch you with out your permission.,35,2.9000000000000004
"She was supposed to be but couldn't make it, she's still in town though",58,5.2
did u get that message,18,0.0
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",64,7.8
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,90,3.3000000000000003
You have 1 new message. Call 0207-083-6089,36,8.3
Oh you got many responsibilities.,29,3.4000000000000004
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,76,5.3
"Sorry, I'll call later ok bye",24,8.3
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),104,5.800000000000001
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,53,9.4
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",107,7.5
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",126,2.4
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,131,3.8
O we cant see if we can join denis and mina? Or does denis want alone time,58,1.7000000000000002
No plm i will come da. On the way.,26,7.7
"I noe la... U wana pei bf oso rite... K lor, other days den...",49,20.4
Otherwise had part time job na-tuition..,35,8.6
Whats the staff name who is taking class for us?,39,2.6
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,117,7.7
I'll reach in ard 20 mins ok...,25,16.0
Havent shopping now lor i juz arrive only,34,0.0
Haha i think i did too,17,0.0
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,57,12.3
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,121,3.3000000000000003
";-( oh well, c u later",17,23.5
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,124,1.6
Where did u go? My phone is gonna die you have to stay in here,48,2.1
You will be in the place of that man,28,0.0
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,121,6.6000000000000005
"Nah I don't think he goes to usf, he lives around here though",49,4.1000000000000005
I am waiting machan. Call me once you free.,35,5.7
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,48,8.3
Ok lor but not too early. Me still having project meeting now.,51,3.9
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,102,2.9000000000000004
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,121,3.3000000000000003
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,53,5.7
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",144,7.6
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",95,2.1
Good Morning plz call me sir,23,0.0
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,79,1.3
Wait  &lt;#&gt;  min..,18,38.9
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",136,2.9000000000000004
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,126,5.6000000000000005
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",58,10.299999999999999
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",126,1.6
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",146,7.5
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",62,17.7
"sorry brah, just finished the last of my exams, what up",45,4.3999999999999995
Oh did you charge camera,20,0.0
Indeed and by the way it was either or - not both !,39,5.1
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,119,2.5
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,96,3.1
Ill be at yours in about 3 mins but look out for me,39,0.0
Otherwise had part time job na-tuition..,35,8.6
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,61,9.8
"Dear relieved of westonzoyland, all going to plan this end too!",53,3.8
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",134,3.0
"Aight I'll grab something to eat too, text me when you're back at mu",55,5.5
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,98,9.2
I gotta collect da car at 6 lei.,25,4.0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",103,6.800000000000001
"We're all getting worried over here, derek and taylor have already assumed the worst",71,2.8000000000000003
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,107,4.7
"Get the door, I'm here",18,11.1
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",128,4.7
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,123,5.7
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,128,3.1
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",58,13.8
Win a £1000 cash prize or a prize worth £5000,36,0.0
It only does simple arithmetic not percentages.,41,2.4
Now am free call me pa.,18,5.6000000000000005
Ok i msg u b4 i leave my house.,23,4.3
Ok lor.,6,16.7
Yes da. Any plm at ur office,22,4.5
"not that I know of, most people up here are still out of town",48,2.1
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,100,1.0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,118,6.800000000000001
I think asking for a gym is the excuse for lazy people. I jog.,49,4.1000000000000005
Is ur paper today in e morn or aft?,27,3.6999999999999997
Then wat r u doing now? Busy wif work?,30,6.7
I'm in class. Will holla later,25,8.0
Or ü go buy wif him then i meet ü later can?,33,3.0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",123,8.9
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",134,4.5
I'm at home. Please call,20,10.0
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,118,6.800000000000001
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,84,10.7
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,134,3.0
My battery is low babe,18,0.0
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,61,1.6
Hi my email address has changed now it is ,33,0.0
Nobody can decide where to eat and dad wants Chinese,43,0.0
"I'm back &amp; we're packing the car now, I'll let you know if there's room",61,11.5
"My planning usually stops at ""find hella weed, smoke hella weed""",54,5.6000000000000005
Yunny... I'm goin to be late,23,17.4
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,136,7.3999999999999995
3. You have received your mobile content. Enjoy,40,5.0
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,119,1.7000000000000002
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,70,2.9000000000000004
Speaking of does he have any cash yet?,31,3.2
Dunno lei he neva say...,20,15.0
Dear how is chechi. Did you talk to her,31,3.2
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",130,10.8
She.s find. I sent you an offline message to know how anjola's now.,55,7.3
* Will have two more cartons off u and is very pleased with shelves,54,1.9
Beauty sleep can help ur pimples too.,31,3.2
Can you pls send me that company name. In saibaba colany,46,2.1999999999999997
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,135,4.3999999999999995
Who's there say hi to our drugdealer,30,3.3000000000000003
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,103,4.9
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",135,6.7
Where do you need to go to get it?,26,3.8
